,,Date,yes_d,yes_r,no_d,no_r,polarity
114,673,2015-12-08,3,0,170,229,0.15422885572139303
114,674,2015-12-08,3,1,163,231,0.17587939698492464
114,675,2015-12-08,4,3,169,229,0.1506172839506173
114,676,2015-12-08,165,242,19,0,-0.22535211267605634
114,677,2015-12-08,180,240,0,2,-0.13744075829383887
114,678,2015-12-09,1,240,174,0,-0.9951807228915662
114,679,2015-12-09,1,241,178,0,-0.9952380952380953
114,680,2015-12-09,0,241,183,0,-1.0
114,681,2015-12-09,180,66,5,178,0.668997668997669
114,682,2015-12-09,2,244,182,0,-0.9906542056074766
114,683,2015-12-09,13,240,174,4,-0.9211136890951276
114,684,2015-12-10,175,241,0,0,-0.15865384615384615
114,685,2015-12-10,1,241,173,0,-0.9951807228915662
114,686,2015-12-10,171,225,0,12,-0.10294117647058823
114,687,2015-12-11,1,235,177,0,-0.9951573849878934
114,688,2015-12-11,3,233,174,0,-0.9853658536585366
114,689,2015-12-11,171,1,7,232,0.9610705596107056
114,690,2015-12-11,24,232,155,3,-0.8695652173913043
114,691,2015-12-15,175,224,0,2,-0.1172069825436409
114,692,2015-12-16,181,240,0,0,-0.14014251781472684
114,693,2015-12-16,180,239,0,1,-0.1380952380952381
114,694,2015-12-16,181,239,0,1,-0.13539192399049882
114,695,2015-12-16,184,241,0,0,-0.13411764705882354
114,696,2015-12-16,183,238,0,2,-0.12529550827423167
114,697,2015-12-16,183,240,0,0,-0.1347517730496454
114,698,2015-12-17,4,240,177,0,-0.9809976247030879
114,699,2015-12-17,0,240,183,2,-0.9905882352941177
114,700,2015-12-17,78,241,106,3,-0.6214953271028038
114,701,2015-12-17,95,139,71,84,-0.07969151670951156
114,702,2015-12-18,167,150,18,95,0.2186046511627907
114,703,2016-01-06,1,238,175,0,-0.9951690821256038
114,704,2016-01-06,0,237,177,0,-1.0
114,705,2016-01-06,1,240,176,0,-0.9952038369304557
114,706,2016-01-06,1,238,176,0,-0.9951807228915662
114,707,2016-01-06,1,239,179,3,-0.981042654028436
114,708,2016-01-07,175,0,2,240,0.9904076738609112
114,709,2016-01-07,174,0,3,241,0.9856459330143541
114,710,2016-01-07,175,5,2,233,0.9662650602409638
114,711,2016-01-07,173,0,2,239,0.9903381642512077
114,712,2016-01-07,171,0,3,241,0.9855421686746988
114,713,2016-01-07,3,241,174,0,-0.9856459330143541
114,714,2016-01-07,174,0,3,236,0.9854721549636803
114,715,2016-01-07,172,0,5,239,0.9759615384615384
114,716,2016-01-07,173,3,4,237,0.9664268585131894
114,717,2016-01-07,174,2,1,238,0.9855421686746988
114,718,2016-01-07,173,0,3,241,0.9856115107913669
114,719,2016-01-07,173,0,4,241,0.9808612440191388
114,720,2016-01-07,178,0,0,239,1.0
114,721,2016-01-07,6,239,173,2,-0.9619047619047619
114,722,2016-01-07,1,235,176,0,-0.9951456310679612
114,723,2016-01-07,0,234,176,0,-1.0
114,724,2016-01-08,150,8,2,209,0.94579945799458
114,725,2016-01-08,159,4,3,218,0.9635416666666666
114,726,2016-01-08,163,0,4,228,0.979746835443038
114,727,2016-01-08,170,2,2,227,0.9800498753117207
114,728,2016-01-08,171,6,1,223,0.9650872817955112
114,729,2016-01-08,170,7,3,220,0.95
114,730,2016-01-08,171,6,2,221,0.96
114,731,2016-01-08,172,2,1,227,0.9850746268656716
114,732,2016-01-08,172,7,1,221,0.9600997506234414
114,733,2016-01-08,172,1,0,227,0.995
114,734,2016-01-08,0,211,173,16,-0.92
114,735,2016-01-11,177,236,0,0,-0.14285714285714285
114,736,2016-01-11,179,235,0,0,-0.13526570048309178
114,737,2016-01-12,1,232,173,0,-0.9950738916256158
114,738,2016-01-12,0,239,183,0,-1.0
114,739,2016-01-12,174,15,3,220,0.912621359223301
114,740,2016-01-12,181,22,3,216,0.8815165876777251
114,741,2016-01-12,182,8,2,233,0.9529411764705882
114,742,2016-01-12,184,2,1,236,0.9858156028368794
114,743,2016-01-12,4,231,179,10,-0.9339622641509434
114,744,2016-01-12,182,236,0,2,-0.12380952380952381
114,745,2016-01-13,12,241,166,1,-0.9380952380952381
114,746,2016-02-01,144,203,7,1,-0.18309859154929578
114,747,2016-02-01,166,224,0,1,-0.14578005115089515
114,748,2016-02-02,1,235,178,0,-0.9951690821256038
114,749,2016-02-02,4,238,177,0,-0.9809069212410502
114,750,2016-02-02,1,235,174,4,-0.9758454106280193
114,751,2016-02-02,178,3,1,238,0.9809523809523809
114,752,2016-02-02,184,243,0,0,-0.13817330210772832
114,753,2016-02-02,1,240,184,3,-0.9813084112149533
114,754,2016-02-02,3,243,182,0,-0.985981308411215
114,755,2016-02-03,1,239,176,0,-0.9951923076923077
114,756,2016-02-03,2,240,175,0,-0.9904076738609112
114,757,2016-02-03,179,1,3,240,0.9810874704491725
114,758,2016-02-03,173,21,8,213,0.8602409638554217
114,759,2016-02-03,171,2,11,237,0.9382422802850356
114,760,2016-02-03,182,2,1,240,0.9858823529411764
114,761,2016-02-03,24,241,159,1,-0.8823529411764706
114,762,2016-02-04,177,0,1,239,0.9952038369304557
114,763,2016-02-04,10,240,170,0,-0.9523809523809523
114,764,2016-02-09,171,216,0,12,-0.08270676691729323
114,765,2016-02-10,1,236,180,0,-0.9952038369304557
114,766,2016-02-10,2,234,178,0,-0.9903381642512077
114,767,2016-02-10,182,234,0,2,-0.11961722488038277
114,768,2016-02-10,177,4,3,232,0.9663461538461539
114,769,2016-02-10,176,1,6,235,0.9665071770334929
114,770,2016-02-10,7,229,175,4,-0.946987951807229
114,771,2016-02-11,179,5,0,234,0.9760765550239234
114,772,2016-02-11,2,238,176,0,-0.9903846153846154
114,773,2016-02-11,171,0,6,239,0.9711538461538461
114,774,2016-02-11,179,11,0,227,0.947242206235012
114,775,2016-02-11,178,1,1,237,0.9904076738609112
114,776,2016-02-11,28,239,152,0,-0.8663484486873508
114,777,2016-02-11,1,236,178,0,-0.9951807228915662
114,778,2016-02-11,4,233,174,0,-0.9805352798053528
114,779,2016-02-12,76,233,100,0,-0.628361858190709
114,780,2016-02-12,147,1,28,230,0.8571428571428571
114,781,2016-02-12,33,233,143,1,-0.8341463414634146
114,782,2016-02-12,176,232,0,2,-0.13170731707317074
114,783,2016-02-23,164,228,0,0,-0.16326530612244897
114,784,2016-02-23,170,227,0,0,-0.14357682619647355
114,785,2016-02-24,0,237,180,0,-1.0
114,786,2016-02-24,0,238,180,0,-1.0
114,787,2016-02-25,173,5,1,236,0.9710843373493976
114,788,2016-02-25,178,2,0,239,0.9904534606205251
114,789,2016-02-25,0,229,180,10,-0.9522673031026253
114,790,2016-02-25,1,239,178,0,-0.9952153110047847
114,791,2016-02-25,3,238,175,0,-0.9855769230769231
114,792,2016-02-26,159,2,11,233,0.9358024691358025
114,793,2016-02-26,156,3,12,230,0.9251870324189526
114,794,2016-02-26,168,1,4,232,0.9753086419753086
114,795,2016-02-26,2,230,170,3,-0.9753086419753086
114,796,2016-02-26,10,229,162,3,-0.9356435643564357
114,797,2016-02-26,9,223,162,9,-0.9106699751861043
114,798,2016-02-26,5,231,166,3,-0.9604938271604938
114,799,2016-02-26,167,9,3,224,0.9404466501240695
114,800,2016-02-26,165,0,4,234,0.9801488833746899
114,801,2016-02-26,12,230,157,4,-0.9205955334987593
114,802,2016-02-29,163,213,0,0,-0.13297872340425532
114,803,2016-03-01,166,215,0,0,-0.12860892388451445
114,804,2016-03-01,166,205,0,9,-0.07894736842105263
114,805,2016-03-02,172,235,0,0,-0.1547911547911548
114,806,2016-03-03,0,233,174,0,-1.0
114,807,2016-03-03,2,233,173,0,-0.9901960784313726
114,808,2016-03-03,173,233,0,1,-0.14496314496314497
114,809,2016-03-03,7,231,164,0,-0.9651741293532339
114,810,2016-03-03,94,123,64,90,-0.008086253369272238
114,811,2016-03-14,156,225,0,0,-0.18110236220472442
114,812,2016-03-14,164,229,0,0,-0.16539440203562342
114,813,2016-03-14,164,228,1,2,-0.15949367088607594
114,814,2016-03-15,0,235,177,0,-1.0
114,815,2016-03-15,1,234,176,0,-0.9951338199513382
114,816,2016-03-15,176,234,1,1,-0.1407766990291262
114,817,2016-03-15,176,230,2,1,-0.13447432762836187
114,818,2016-03-15,160,6,3,221,0.9538461538461539
114,819,2016-03-15,171,4,3,230,0.9656862745098039
114,820,2016-03-15,176,3,1,234,0.9806763285024155
114,821,2016-03-15,178,4,1,233,0.9759615384615384
114,822,2016-03-15,172,1,1,235,0.9902200488997555
114,823,2016-03-15,3,228,175,8,-0.9468599033816425
114,824,2016-03-16,180,231,0,0,-0.12408759124087591
114,825,2016-03-16,180,238,1,1,-0.1380952380952381
114,826,2016-03-16,179,238,1,1,-0.14081145584725538
114,827,2016-03-17,0,234,181,0,-1.0
114,828,2016-03-17,0,234,180,0,-1.0
114,829,2016-03-17,0,234,181,5,-0.9761904761904762
114,830,2016-03-21,143,228,0,2,-0.2225201072386059
114,831,2016-03-22,0,231,154,0,-1.0
114,832,2016-03-22,0,233,154,0,-1.0
114,833,2016-03-22,154,229,0,4,-0.1834625322997416
114,834,2016-03-22,154,226,0,3,-0.1801566579634465
114,835,2016-03-22,153,232,0,0,-0.2051948051948052
114,836,2016-03-23,172,2,5,230,0.9657701711491442
114,837,2016-03-23,5,230,170,1,-0.9704433497536946
114,838,2016-03-23,177,232,0,0,-0.13447432762836187
114,839,2016-04-12,169,201,0,33,0.0024813895781637717
114,840,2016-04-12,173,238,0,0,-0.15815085158150852
114,841,2016-04-13,0,243,182,0,-1.0
114,842,2016-04-13,1,241,182,0,-0.9952830188679245
114,843,2016-04-13,0,243,182,0,-1.0
114,844,2016-04-13,0,242,182,0,-1.0
114,845,2016-04-14,0,239,176,0,-1.0
114,846,2016-04-14,1,238,179,1,-0.9904534606205251
114,847,2016-04-14,165,0,12,241,0.9425837320574163
114,848,2016-04-14,1,240,177,0,-0.9952153110047847
114,849,2016-04-14,8,239,171,1,-0.9570405727923628
114,850,2016-04-15,175,4,0,231,0.9804878048780488
114,851,2016-04-15,172,1,2,229,0.9851485148514851
114,852,2016-04-15,5,236,174,0,-0.9759036144578314
114,853,2016-04-18,157,220,0,6,-0.14882506527415143
114,854,2016-04-18,160,227,0,0,-0.1731266149870801
114,855,2016-04-19,0,240,172,0,-1.0
114,856,2016-04-19,3,239,172,0,-0.9855072463768116
114,857,2016-04-19,0,239,173,0,-1.0
114,858,2016-04-19,0,239,173,0,-1.0
114,859,2016-04-20,177,0,1,244,0.995260663507109
114,860,2016-04-20,11,243,169,1,-0.9433962264150944
114,861,2016-04-20,1,244,180,0,-0.9952941176470588
114,862,2016-04-21,22,238,158,0,-0.8947368421052632
114,863,2016-04-21,104,241,78,0,-0.508274231678487
114,864,2016-04-26,91,231,79,0,-0.5461346633416458
114,865,2016-04-26,166,229,3,0,-0.1658291457286432
114,866,2016-04-27,180,235,0,2,-0.12709832134292565
114,867,2016-04-27,181,238,0,0,-0.1360381861575179
114,868,2016-04-27,1,237,181,0,-0.9952267303102625
114,869,2016-04-27,4,236,177,0,-0.9808153477218226
114,870,2016-04-27,139,0,35,237,0.829683698296837
114,871,2016-04-27,88,237,89,0,-0.5748792270531401
114,872,2016-04-27,176,234,0,2,-0.13592233009708737
114,873,2016-04-28,0,231,181,1,-0.9951573849878934
114,874,2016-04-28,0,234,183,0,-1.0
114,875,2016-04-28,178,233,6,0,-0.14628297362110312
114,876,2016-04-28,0,234,184,0,-1.0
114,877,2016-04-28,185,234,0,0,-0.11694510739856802
114,878,2016-04-29,167,0,1,227,0.9949367088607595
114,879,2016-04-29,2,222,173,8,-0.9506172839506173
114,880,2016-05-10,166,235,0,0,-0.17206982543640897
114,881,2016-05-10,173,237,1,0,-0.15815085158150852
114,882,2016-05-11,0,215,173,0,-1.0
114,883,2016-05-11,17,238,163,0,-0.9186602870813397
114,884,2016-05-11,181,231,0,4,-0.11057692307692307
114,885,2016-05-11,183,238,0,0,-0.13064133016627077
114,886,2016-05-12,177,13,3,222,0.9228915662650602
114,887,2016-05-12,180,233,0,5,-0.11483253588516747
114,888,2016-05-12,182,233,0,1,-0.1201923076923077
114,889,2016-05-12,181,234,0,4,-0.11694510739856802
114,890,2016-05-13,1,231,172,0,-0.995049504950495
114,891,2016-05-13,9,231,165,0,-0.9555555555555556
114,892,2016-05-13,96,139,73,87,-0.07341772151898734
114,893,2016-05-13,172,228,1,4,-0.1308641975308642
114,894,2016-05-16,170,224,0,3,-0.12846347607052896
114,895,2016-05-16,167,222,0,5,-0.12690355329949238
114,896,2016-05-17,0,239,177,0,-1.0
114,897,2016-05-17,0,234,180,1,-0.9951807228915662
114,898,2016-05-17,179,3,0,236,0.9856459330143541
114,899,2016-05-17,23,239,159,0,-0.8907363420427553
114,900,2016-05-18,0,230,170,5,-0.9753086419753086
114,901,2016-05-18,0,240,182,0,-1.0
114,902,2016-05-18,0,241,183,0,-1.0
114,903,2016-05-18,91,120,92,121,0.0
114,904,2016-05-18,160,3,21,238,0.8862559241706162
114,905,2016-05-18,10,233,172,8,-0.9148936170212766
114,906,2016-05-18,0,240,183,0,-1.0
114,907,2016-05-18,3,238,181,4,-0.9671361502347418
114,908,2016-05-18,0,159,183,83,-0.6094117647058823
114,909,2016-05-18,0,227,183,15,-0.9294117647058824
114,910,2016-05-18,125,13,57,228,0.6690307328605201
114,911,2016-05-18,60,3,121,239,0.41371158392434987
114,912,2016-05-18,123,8,58,234,0.6879432624113475
114,913,2016-05-18,129,3,51,238,0.7434679334916865
114,914,2016-05-18,2,39,180,203,-0.0330188679245283
114,915,2016-05-18,181,0,1,242,0.9952830188679245
114,916,2016-05-18,40,237,143,5,-0.788235294117647
114,917,2016-05-19,24,28,158,214,0.12264150943396226
114,918,2016-05-19,21,30,160,211,0.0995260663507109
114,919,2016-05-19,25,31,156,207,0.10739856801909307
114,920,2016-05-19,33,31,150,210,0.14622641509433962
114,921,2016-05-19,176,57,5,184,0.7061611374407583
114,922,2016-05-19,2,217,180,22,-0.8859857482185273
114,923,2016-05-19,181,84,1,158,0.5990566037735849
114,924,2016-05-19,0,200,183,42,-0.8023529411764706
114,925,2016-05-19,0,209,183,33,-0.8447058823529412
114,926,2016-05-19,183,29,0,213,0.8635294117647059
114,927,2016-05-19,0,241,183,0,-1.0
114,928,2016-05-19,57,238,125,4,-0.7122641509433962
114,929,2016-05-23,53,176,108,50,-0.46770025839793283
114,930,2016-05-23,162,227,0,2,-0.16112531969309463
114,931,2016-05-24,0,233,174,0,-1.0
114,932,2016-05-24,3,234,171,0,-0.9852941176470589
114,933,2016-05-24,0,234,175,0,-1.0
114,934,2016-05-24,4,234,171,0,-0.980440097799511
114,935,2016-05-24,149,222,24,11,-0.21182266009852216
114,936,2016-05-24,179,3,1,231,0.9806763285024155
114,937,2016-05-24,23,235,156,0,-0.8888888888888888
114,938,2016-05-24,171,232,9,3,-0.1614457831325301
114,939,2016-05-25,2,237,176,0,-0.9903614457831326
114,940,2016-05-25,2,240,171,0,-0.9903147699757869
114,941,2016-05-25,64,79,114,161,0.07655502392344497
114,942,2016-05-25,169,0,7,240,0.9663461538461539
114,943,2016-05-25,0,182,177,59,-0.7177033492822966
114,944,2016-05-25,0,80,178,161,-0.2315035799522673
114,945,2016-05-25,155,12,23,228,0.8325358851674641
114,946,2016-05-25,97,47,81,194,0.38902147971360385
114,947,2016-05-25,179,0,0,239,1.0
114,948,2016-05-25,2,238,180,0,-0.9904761904761905
114,949,2016-05-25,178,0,1,238,0.9952038369304557
114,950,2016-05-25,8,233,172,6,-0.9331742243436754
114,951,2016-05-25,0,158,180,80,-0.6172248803827751
114,952,2016-05-25,173,1,8,237,0.9570405727923628
114,953,2016-05-25,180,9,0,228,0.9568345323741008
114,954,2016-05-25,126,0,55,238,0.7374701670644391
114,955,2016-05-25,0,227,181,11,-0.9474940334128878
114,956,2016-05-25,0,230,181,7,-0.9665071770334929
114,957,2016-05-25,103,103,78,135,0.1360381861575179
114,958,2016-05-25,180,43,0,195,0.7942583732057417
114,959,2016-05-25,2,231,179,7,-0.9570405727923628
114,960,2016-05-25,2,156,178,80,-0.6057692307692307
114,961,2016-05-25,3,116,178,122,-0.4033412887828162
114,962,2016-05-25,1,127,180,111,-0.46539379474940334
114,963,2016-05-25,14,237,167,1,-0.9284009546539379
114,964,2016-05-25,180,25,1,211,0.8752997601918465
114,965,2016-05-26,178,0,1,235,0.9951690821256038
114,966,2016-05-26,6,106,176,130,-0.3492822966507177
114,967,2016-05-26,0,236,180,0,-1.0
114,968,2016-05-26,1,232,178,2,-0.9854721549636803
114,969,2016-06-07,141,222,0,0,-0.2231404958677686
114,970,2016-06-07,141,222,0,0,-0.2231404958677686
114,971,2016-06-07,142,224,0,0,-0.22404371584699453
114,972,2016-06-07,143,217,0,7,-0.18256130790190736
114,973,2016-06-08,0,230,163,0,-1.0
114,974,2016-06-08,1,234,163,0,-0.9949748743718593
114,975,2016-06-08,167,234,0,2,-0.16129032258064516
114,976,2016-06-08,2,234,170,0,-0.9901477832512315
114,977,2016-06-08,169,2,6,229,0.9605911330049262
114,978,2016-06-08,167,2,8,234,0.9513381995133819
114,979,2016-06-08,160,0,14,237,0.9318734793187348
114,980,2016-06-08,170,1,5,234,0.9707317073170731
114,981,2016-06-08,171,2,4,235,0.970873786407767
114,982,2016-06-08,7,227,168,10,-0.9174757281553398
114,983,2016-06-09,0,231,169,1,-0.9950124688279302
114,984,2016-06-09,3,238,177,1,-0.9809069212410502
114,985,2016-06-09,1,240,181,0,-0.995260663507109
114,986,2016-06-09,1,236,179,3,-0.9809069212410502
114,987,2016-06-09,181,15,0,225,0.9287410926365796
114,988,2016-06-09,159,139,24,103,0.23294117647058823
114,989,2016-06-10,157,0,9,232,0.9547738693467337
114,990,2016-06-10,4,161,164,73,-0.6169154228855721
114,991,2016-06-10,164,15,4,219,0.9054726368159204
114,992,2016-06-10,3,134,168,102,-0.48402948402948404
114,993,2016-06-10,170,0,0,237,1.0
114,994,2016-06-10,10,223,161,14,-0.8823529411764706
114,995,2016-06-10,6,231,163,0,-0.97
114,996,2016-06-10,23,230,143,1,-0.8790931989924433
114,997,2016-06-13,171,215,0,6,-0.09693877551020408
114,998,2016-06-13,170,215,1,6,-0.10204081632653061
114,999,2016-06-14,1,235,171,0,-0.995085995085995
114,1000,2016-06-14,0,239,178,1,-0.9952153110047847
114,1001,2016-06-14,180,232,0,9,-0.1021377672209026
114,1002,2016-06-14,176,4,2,236,0.9712918660287081
114,1003,2016-06-14,1,239,181,1,-0.990521327014218
114,1004,2016-06-15,1,238,183,0,-0.995260663507109
114,1005,2016-06-15,0,240,184,1,-0.9952941176470588
114,1006,2016-06-16,54,151,127,89,-0.32066508313539194
114,1007,2016-06-16,172,0,9,239,0.9571428571428572
114,1008,2016-06-16,43,134,137,106,-0.2904761904761905
114,1009,2016-06-16,154,5,26,235,0.8523809523809524
114,1010,2016-06-16,127,30,53,210,0.6047619047619047
114,1011,2016-06-16,166,102,15,138,0.44418052256532065
114,1012,2016-06-16,44,147,137,93,-0.3491686460807601
114,1013,2016-06-16,36,119,145,120,-0.2571428571428571
114,1014,2016-06-16,0,216,181,24,-0.8859857482185273
114,1015,2016-06-16,3,220,178,20,-0.8907363420427553
114,1016,2016-06-16,1,220,180,20,-0.9002375296912114
114,1017,2016-06-16,0,210,181,30,-0.8574821852731591
114,1018,2016-06-16,0,207,181,33,-0.8432304038004751
114,1019,2016-06-16,10,235,171,4,-0.9333333333333333
114,1020,2016-06-16,22,26,158,214,0.12380952380952381
114,1021,2016-06-16,126,72,54,168,0.4
114,1022,2016-06-16,0,221,178,19,-0.9090909090909091
114,1023,2016-06-16,82,30,98,208,0.3875598086124402
114,1024,2016-06-16,7,219,173,21,-0.8666666666666667
114,1025,2016-06-16,9,75,171,165,-0.17142857142857143
114,1026,2016-06-16,53,165,127,74,-0.3937947494033413
114,1027,2016-06-16,164,40,16,200,0.7333333333333333
114,1028,2016-06-16,79,56,100,183,0.2535885167464115
114,1029,2016-06-16,118,17,62,223,0.6238095238095238
114,1030,2016-06-16,129,17,51,223,0.6761904761904762
114,1031,2016-06-16,54,15,126,225,0.32857142857142857
114,1032,2016-06-16,48,234,133,6,-0.7434679334916865
114,1033,2016-06-16,165,237,12,3,-0.19424460431654678
114,1034,2016-06-21,1,206,136,7,-0.9542857142857143
114,1035,2016-06-21,140,211,0,4,-0.18873239436619718
114,1036,2016-06-21,140,207,0,8,-0.16619718309859155
114,1037,2016-06-22,0,229,175,0,-1.0
114,1038,2016-06-22,0,239,181,0,-1.0
114,1039,2016-06-23,0,234,166,0,-1.0
114,1040,2016-06-23,0,234,172,1,-0.995085995085995
114,1041,2016-06-23,0,232,175,1,-0.9950980392156863
114,1042,2016-06-23,6,233,169,2,-0.9609756097560975
114,1043,2016-07-05,1,231,168,0,-0.995
114,1044,2016-07-05,0,230,168,0,-1.0
114,1045,2016-07-05,1,230,168,0,-0.9949874686716792
114,1046,2016-07-05,1,225,168,0,-0.9949238578680203
114,1047,2016-07-05,1,228,168,1,-0.9899497487437185
114,1048,2016-07-05,0,227,169,3,-0.9849624060150376
114,1049,2016-07-05,161,227,7,2,-0.17884130982367757
114,1050,2016-07-05,164,230,4,0,-0.17587939698492464
114,1051,2016-07-06,10,233,164,0,-0.9508599508599509
114,1052,2016-07-06,2,241,180,0,-0.9905437352245863
114,1053,2016-07-06,2,238,181,1,-0.985781990521327
114,1054,2016-07-06,183,186,0,53,0.11848341232227488
114,1055,2016-07-06,183,239,0,2,-0.12735849056603774
114,1056,2016-07-06,0,220,167,1,-0.9948453608247423
114,1057,2016-07-06,173,0,7,238,0.9665071770334929
114,1058,2016-07-06,1,165,181,73,-0.6476190476190476
114,1059,2016-07-06,182,1,1,238,0.990521327014218
114,1060,2016-07-06,178,3,2,234,0.9760191846522782
114,1061,2016-07-06,179,0,4,239,0.981042654028436
114,1062,2016-07-06,182,1,1,237,0.9904988123515439
114,1063,2016-07-06,90,38,93,201,0.3791469194312796
114,1064,2016-07-06,176,1,7,238,0.9620853080568721
114,1065,2016-07-06,183,3,0,236,0.985781990521327
114,1066,2016-07-06,180,2,2,236,0.9809523809523809
114,1067,2016-07-06,166,1,17,238,0.9146919431279621
114,1068,2016-07-06,160,2,19,236,0.8992805755395683
114,1069,2016-07-06,176,6,7,233,0.9383886255924171
114,1070,2016-07-06,181,1,2,236,0.9857142857142858
114,1071,2016-07-06,1,234,182,3,-0.9809523809523809
114,1072,2016-07-06,2,230,181,6,-0.9618138424821002
114,1073,2016-07-06,182,1,1,238,0.990521327014218
114,1074,2016-07-06,179,0,4,239,0.981042654028436
114,1075,2016-07-06,1,239,182,0,-0.995260663507109
114,1076,2016-07-07,4,237,179,2,-0.9715639810426541
114,1077,2016-07-07,1,181,180,61,-0.706855791962175
114,1078,2016-07-07,0,197,181,43,-0.7957244655581948
114,1079,2016-07-07,2,215,179,24,-0.8761904761904762
114,1080,2016-07-07,3,240,178,2,-0.9763593380614657
114,1081,2016-07-07,1,238,180,2,-0.9857482185273159
114,1082,2016-07-07,1,235,176,6,-0.9665071770334929
114,1083,2016-07-07,19,241,162,0,-0.909952606635071
114,1084,2016-07-07,1,235,181,7,-0.9622641509433962
114,1085,2016-07-07,0,236,181,4,-0.9809976247030879
114,1086,2016-07-07,0,192,182,50,-0.7641509433962265
114,1087,2016-07-07,2,242,179,0,-0.9905437352245863
114,1088,2016-07-07,4,239,174,3,-0.9666666666666667
114,1089,2016-07-07,0,235,179,0,-1.0
114,1090,2016-07-07,2,221,178,14,-0.9228915662650602
114,1091,2016-07-07,2,238,179,0,-0.9904534606205251
114,1092,2016-07-07,0,230,181,12,-0.9432624113475178
114,1093,2016-07-07,106,25,75,217,0.5271867612293144
114,1094,2016-07-07,178,11,1,231,0.9429928741092637
114,1095,2016-07-07,181,228,0,14,-0.07801418439716312
114,1096,2016-07-07,1,241,179,0,-0.995249406175772
114,1097,2016-07-07,181,2,1,240,0.9858490566037735
114,1098,2016-07-07,4,235,179,7,-0.9482352941176471
114,1099,2016-07-08,174,233,0,5,-0.13106796116504854
114,1100,2016-07-08,165,232,11,3,-0.18248175182481752
114,1101,2016-07-11,169,187,1,46,0.06699751861042183
114,1102,2016-07-11,171,191,2,43,0.051597051597051594
114,1103,2016-07-11,82,147,91,86,-0.1724137931034483
114,1104,2016-07-12,0,0,157,220,0.16710875331564987
114,1105,2016-07-12,0,0,154,208,0.14917127071823205
114,1106,2016-07-12,1,235,174,0,-0.9951219512195122
114,1107,2016-07-12,1,236,176,3,-0.9807692307692307
114,1108,2016-07-12,1,240,174,0,-0.9951807228915662
114,1109,2016-07-12,0,237,172,0,-1.0
114,1110,2016-07-12,177,232,0,8,-0.11270983213429256
114,1111,2016-07-12,175,19,2,221,0.8992805755395683
114,1112,2016-07-12,174,0,3,240,0.9856115107913669
114,1113,2016-07-12,173,1,4,239,0.9760191846522782
114,1114,2016-07-12,175,6,2,233,0.9615384615384616
114,1115,2016-07-12,169,0,1,235,0.9950617283950617
114,1116,2016-07-12,1,239,171,0,-0.9951338199513382
114,1117,2016-07-12,181,16,2,223,0.9146919431279621
114,1118,2016-07-12,174,9,9,232,0.9150943396226415
114,1119,2016-07-12,173,0,10,241,0.9528301886792453
114,1120,2016-07-12,127,16,57,225,0.6564705882352941
114,1121,2016-07-12,180,10,4,231,0.9341176470588235
114,1122,2016-07-12,177,7,6,234,0.9386792452830188
114,1123,2016-07-12,176,10,8,229,0.9148936170212766
114,1124,2016-07-12,177,4,7,237,0.9482352941176471
114,1125,2016-07-12,0,208,184,33,-0.8447058823529412
114,1126,2016-07-12,1,174,183,67,-0.68
114,1127,2016-07-12,184,35,0,207,0.8356807511737089
114,1128,2016-07-12,169,1,15,241,0.9248826291079812
114,1129,2016-07-12,182,13,2,229,0.9295774647887324
114,1130,2016-07-12,184,6,0,236,0.971830985915493
114,1131,2016-07-12,177,5,7,237,0.9436619718309859
114,1132,2016-07-12,180,5,4,237,0.9577464788732394
114,1133,2016-07-13,176,1,8,241,0.9577464788732394
114,1134,2016-07-13,179,8,5,235,0.9391100702576113
114,1135,2016-07-13,177,6,8,238,0.9347319347319347
114,1136,2016-07-13,181,0,4,244,0.9813519813519813
114,1137,2016-07-13,183,19,2,223,0.9016393442622951
114,1138,2016-07-13,2,169,183,75,-0.6410256410256411
114,1139,2016-07-13,1,244,183,0,-0.9953271028037384
114,1140,2016-07-13,1,241,183,2,-0.9859484777517564
114,1141,2016-07-13,10,239,174,2,-0.9435294117647058
114,1142,2016-07-13,182,0,2,242,0.9906103286384976
114,1143,2016-07-13,3,242,181,1,-0.9812646370023419
114,1144,2016-07-13,10,224,175,20,-0.8601398601398601
114,1145,2016-07-13,1,236,183,6,-0.9671361502347418
114,1146,2016-07-13,4,227,181,16,-0.9065420560747663
114,1147,2016-07-13,163,22,22,221,0.794392523364486
114,1148,2016-07-13,0,188,184,54,-0.7464788732394366
114,1149,2016-07-13,5,233,180,10,-0.9299065420560748
114,1150,2016-07-13,2,226,183,16,-0.9156908665105387
114,1151,2016-07-13,173,24,12,219,0.8317757009345794
114,1152,2016-07-13,5,218,180,21,-0.8773584905660378
114,1153,2016-07-13,1,194,177,46,-0.7751196172248804
114,1154,2016-07-13,4,215,177,26,-0.8578199052132701
114,1155,2016-07-13,0,161,183,79,-0.6264775413711584
114,1156,2016-07-13,2,186,183,56,-0.7283372365339579
114,1157,2016-07-13,0,231,185,12,-0.9439252336448598
114,1158,2016-07-13,0,170,185,72,-0.6627634660421545
114,1159,2016-07-13,1,225,184,18,-0.9112149532710281
114,1160,2016-07-13,6,231,179,12,-0.9158878504672897
114,1161,2016-07-13,7,235,177,8,-0.9297423887587822
114,1162,2016-07-13,0,225,184,18,-0.9156908665105387
114,1163,2016-07-13,180,13,5,230,0.9158878504672897
