,,Date,yes_d,yes_r,no_d,no_r,polarity
114,217,2015-05-12,175,0,4,237,0.9807692307692307
114,218,2015-05-12,24,237,156,0,-0.8848920863309353
114,219,2015-05-12,177,230,0,5,-0.11650485436893204
114,220,2015-05-13,0,240,184,2,-0.9906103286384976
114,221,2015-05-13,181,0,3,243,0.9859484777517564
114,222,2015-05-13,4,238,181,4,-0.9625292740046838
114,223,2015-05-13,143,196,41,47,-0.11007025761124122
114,224,2015-05-14,2,241,180,1,-0.9858490566037735
114,225,2015-05-14,177,223,6,19,-0.07764705882352942
114,226,2015-05-14,183,240,0,0,-0.1347517730496454
114,227,2015-05-14,56,4,127,236,0.3806146572104019
114,228,2015-05-14,0,221,182,20,-0.9054373522458629
114,229,2015-05-14,9,234,174,7,-0.9245283018867925
114,230,2015-05-14,169,5,13,236,0.9148936170212766
114,231,2015-05-14,18,235,162,4,-0.8949880668257757
114,232,2015-05-15,177,236,1,0,-0.14492753623188406
114,233,2015-05-15,4,231,178,4,-0.9616306954436451
114,234,2015-05-15,39,4,144,231,0.291866028708134
114,235,2015-05-15,4,225,181,10,-0.9333333333333333
114,236,2015-05-15,176,3,9,233,0.9429928741092637
114,237,2015-05-15,183,1,0,234,0.9952153110047847
114,238,2015-05-15,41,228,144,8,-0.7672209026128266
114,239,2015-05-18,168,234,0,0,-0.16417910447761194
114,240,2015-05-18,170,233,0,0,-0.15632754342431762
114,241,2015-05-18,170,234,0,0,-0.15841584158415842
114,242,2015-05-19,1,241,179,0,-0.995249406175772
114,243,2015-05-19,179,241,2,1,-0.14893617021276595
114,244,2015-05-19,5,219,176,23,-0.8676122931442081
114,245,2015-05-19,3,169,178,72,-0.6445497630331753
114,246,2015-05-19,120,237,62,5,-0.41037735849056606
114,247,2015-05-19,182,0,0,241,1.0
114,248,2015-05-19,159,228,23,12,-0.1895734597156398
114,249,2015-05-20,0,241,183,0,-1.0
114,250,2015-05-20,2,238,181,4,-0.971764705882353
114,251,2015-05-20,173,4,9,234,0.9380952380952381
114,252,2015-05-20,0,234,180,3,-0.9856115107913669
114,253,2015-05-20,182,5,1,235,0.9716312056737588
114,254,2015-05-20,183,25,0,215,0.8817966903073287
114,255,2015-05-20,183,7,0,232,0.966824644549763
114,256,2015-05-20,179,0,0,239,1.0
114,257,2015-05-20,0,217,183,23,-0.8912529550827423
114,258,2015-05-20,181,0,0,240,1.0
114,259,2015-05-20,37,237,145,1,-0.819047619047619
114,260,2015-05-21,170,3,3,233,0.9706601466992665
114,261,2015-05-21,48,236,130,3,-0.7553956834532374
114,262,2015-05-21,1,236,173,1,-0.9902676399026764
114,263,2015-06-01,155,0,1,222,0.9947089947089947
114,264,2015-06-01,149,0,5,222,0.973404255319149
114,265,2015-06-01,155,0,0,223,1.0
114,266,2015-06-01,5,220,150,3,-0.9576719576719577
114,267,2015-06-02,3,239,180,0,-0.985781990521327
114,268,2015-06-02,100,140,76,94,-0.05365853658536585
114,269,2015-06-02,0,154,177,86,-0.5875299760191847
114,270,2015-06-02,181,32,3,211,0.8360655737704918
114,271,2015-06-02,184,233,0,10,-0.09133489461358314
114,272,2015-06-02,0,228,184,14,-0.9342723004694836
114,273,2015-06-03,2,241,182,0,-0.9905882352941177
114,274,2015-06-03,3,160,181,82,-0.6009389671361502
114,275,2015-06-03,166,5,18,238,0.892271662763466
114,276,2015-06-03,151,2,32,241,0.8403755868544601
114,277,2015-06-03,2,166,180,77,-0.6282352941176471
114,278,2015-06-03,98,97,87,145,0.13817330210772832
114,279,2015-06-03,181,101,4,142,0.5093457943925234
114,280,2015-06-03,183,1,2,242,0.985981308411215
114,281,2015-06-03,8,19,175,224,0.0892018779342723
114,282,2015-06-03,175,67,10,176,0.6401869158878505
114,283,2015-06-03,174,71,11,171,0.6159250585480094
114,284,2015-06-03,161,45,24,198,0.677570093457944
114,285,2015-06-03,179,118,5,125,0.4238875878220141
114,286,2015-06-03,0,232,185,11,-0.9485981308411215
114,287,2015-06-03,172,117,10,122,0.39667458432304037
114,288,2015-06-03,12,238,169,2,-0.9334916864608076
114,289,2015-06-03,147,236,38,5,-0.2863849765258216
114,290,2015-06-03,2,234,183,7,-0.9577464788732394
114,291,2015-06-03,0,134,183,107,-0.49528301886792453
114,292,2015-06-03,0,222,185,19,-0.9107981220657277
114,293,2015-06-03,0,227,184,14,-0.9341176470588235
114,294,2015-06-03,6,239,179,2,-0.9624413145539906
114,295,2015-06-03,184,0,0,240,1.0
114,296,2015-06-03,12,230,174,10,-0.8967136150234741
114,297,2015-06-04,8,158,173,82,-0.5724465558194775
114,298,2015-06-04,7,228,177,12,-0.910377358490566
114,299,2015-06-04,166,10,18,229,0.8676122931442081
114,300,2015-06-04,11,149,174,92,-0.5164319248826291
114,301,2015-06-04,1,142,184,99,-0.5305164319248826
114,302,2015-06-04,0,139,185,101,-0.5247058823529411
114,303,2015-06-04,178,24,6,216,0.8584905660377359
114,304,2015-06-04,158,18,26,221,0.7919621749408984
114,305,2015-06-04,0,224,182,16,-0.9241706161137441
114,306,2015-06-04,164,20,15,215,0.8309178743961353
114,307,2015-06-09,9,237,171,1,-0.9521531100478469
114,308,2015-06-09,2,161,180,79,-0.6161137440758294
114,309,2015-06-09,0,229,182,11,-0.9478672985781991
114,310,2015-06-09,0,136,183,103,-0.5118483412322274
114,311,2015-06-09,1,162,182,78,-0.6264775413711584
114,312,2015-06-09,0,205,183,35,-0.83451536643026
114,313,2015-06-09,0,186,183,54,-0.7446808510638298
114,314,2015-06-09,143,14,40,226,0.7446808510638298
114,315,2015-06-09,1,147,182,93,-0.5555555555555556
114,316,2015-06-09,0,134,182,105,-0.501187648456057
114,317,2015-06-09,4,240,178,3,-0.9670588235294117
114,318,2015-06-09,5,241,177,3,-0.9624413145539906
114,319,2015-06-09,34,206,148,38,-0.6619718309859155
114,320,2015-06-09,15,184,167,60,-0.647887323943662
114,321,2015-06-09,0,231,182,13,-0.9389671361502347
114,322,2015-06-09,181,1,1,242,0.9905882352941177
114,323,2015-06-09,0,212,182,32,-0.8497652582159625
114,324,2015-06-09,181,60,0,184,0.7176470588235294
114,325,2015-06-09,72,225,110,19,-0.5727699530516432
114,326,2015-06-09,181,0,0,244,1.0
114,327,2015-06-09,3,213,180,31,-0.8407494145199064
114,328,2015-06-10,2,242,185,2,-0.9814385150812065
114,329,2015-06-10,187,234,0,6,-0.09601873536299765
114,330,2015-06-10,109,147,74,94,-0.04245283018867924
114,331,2015-06-10,66,234,121,10,-0.6473317865429234
114,332,2015-06-10,176,19,12,225,0.8564814814814815
114,333,2015-06-10,164,88,23,156,0.48491879350348027
114,334,2015-06-10,171,4,17,240,0.9027777777777778
114,335,2015-06-10,170,4,19,240,0.8937644341801386
114,336,2015-06-10,176,6,13,238,0.9122401847575058
114,337,2015-06-10,140,181,48,63,-0.06018518518518518
114,338,2015-06-10,22,95,166,149,-0.20833333333333334
114,339,2015-06-10,89,144,99,100,-0.125
114,340,2015-06-10,42,14,146,229,0.25754060324825984
114,341,2015-06-10,51,56,137,186,0.10232558139534884
114,342,2015-06-10,16,98,172,146,-0.25
114,343,2015-06-11,185,212,1,31,0.006993006993006993
114,344,2015-06-11,163,33,23,208,0.7377049180327869
114,345,2015-06-11,144,13,41,229,0.747072599531616
114,346,2015-06-11,151,14,36,228,0.7668997668997669
114,347,2015-06-11,166,7,21,235,0.8694638694638694
114,348,2015-06-11,30,51,155,192,0.037383177570093455
114,349,2015-06-11,147,18,40,225,0.7302325581395349
114,350,2015-06-11,4,47,183,195,-0.07226107226107226
114,351,2015-06-11,149,17,37,225,0.7476635514018691
114,352,2015-06-11,186,1,1,241,0.9906759906759907
114,353,2015-06-11,1,132,186,111,-0.4790697674418605
114,354,2015-06-11,146,109,40,134,0.30536130536130535
114,355,2015-06-11,186,0,0,240,1.0
114,356,2015-06-11,43,235,145,5,-0.7757009345794392
114,357,2015-06-11,8,209,178,34,-0.8041958041958042
114,358,2015-06-11,96,143,80,92,-0.0851581508515815
114,359,2015-06-12,41,86,144,158,-0.07226107226107226
114,360,2015-06-12,29,191,157,54,-0.6148491879350348
114,361,2015-06-12,12,228,173,17,-0.8651162790697674
114,362,2015-06-15,166,225,0,0,-0.15089514066496162
114,363,2015-06-15,165,224,0,0,-0.15167095115681234
114,364,2015-06-16,3,233,183,6,-0.9576470588235294
114,365,2015-06-16,172,5,11,235,0.9243498817966903
114,366,2015-06-16,183,0,0,240,1.0
114,367,2015-06-16,31,216,154,25,-0.7370892018779343
114,368,2015-06-17,120,19,66,222,0.6018735362997658
114,369,2015-06-17,0,241,186,0,-1.0
114,370,2015-06-17,0,241,186,0,-1.0
114,371,2015-06-18,7,237,180,1,-0.9623529411764706
114,372,2015-06-18,29,190,158,50,-0.629976580796253
114,373,2015-06-18,46,234,141,0,-0.7814726840855107
114,374,2015-06-23,11,233,155,0,-0.9448621553884712
114,375,2015-06-23,167,211,1,24,-0.052109181141439205
114,376,2015-06-23,167,231,0,1,-0.15789473684210525
114,377,2015-06-24,0,243,181,0,-1.0
114,378,2015-06-24,1,243,178,0,-0.995260663507109
114,379,2015-06-24,179,2,4,241,0.971830985915493
114,380,2015-06-24,177,5,5,238,0.9529411764705882
114,381,2015-06-24,177,0,7,243,0.9672131147540983
114,382,2015-06-24,8,239,177,4,-0.9439252336448598
114,383,2015-06-25,0,240,183,1,-0.9952830188679245
114,384,2015-06-25,11,240,174,2,-0.9391100702576113
114,385,2015-06-25,181,242,0,0,-0.14420803782505912
114,386,2015-06-25,176,111,6,132,0.44941176470588234
114,387,2015-06-25,181,239,1,1,-0.13744075829383887
114,388,2015-07-07,169,233,5,7,-0.1497584541062802
114,389,2015-07-07,173,238,0,0,-0.15815085158150852
114,390,2015-07-08,0,242,185,0,-1.0
114,391,2015-07-08,165,16,17,227,0.8447058823529412
114,392,2015-07-08,178,6,7,236,0.9391100702576113
114,393,2015-07-08,175,8,10,235,0.9158878504672897
114,394,2015-07-08,178,10,6,233,0.9250585480093677
114,395,2015-07-08,182,7,4,235,0.9485981308411215
114,396,2015-07-08,186,5,0,238,0.9766899766899767
114,397,2015-07-08,178,0,8,243,0.9627039627039627
114,398,2015-07-08,181,5,5,238,0.9533799533799534
114,399,2015-07-08,180,0,6,243,0.972027972027972
114,400,2015-07-08,178,1,8,242,0.958041958041958
114,401,2015-07-08,184,8,2,235,0.9533799533799534
114,402,2015-07-08,177,9,9,234,0.916083916083916
114,403,2015-07-08,177,6,9,235,0.9297423887587822
114,404,2015-07-08,181,8,4,233,0.9436619718309859
114,405,2015-07-08,1,167,184,74,-0.647887323943662
114,406,2015-07-08,1,230,185,13,-0.9347319347319347
114,407,2015-07-08,1,221,185,21,-0.897196261682243
114,408,2015-07-08,129,244,57,0,-0.4
114,409,2015-07-08,183,241,2,0,-0.14084507042253522
114,410,2015-07-08,181,18,5,223,0.892271662763466
114,411,2015-07-08,186,6,0,237,0.972027972027972
114,412,2015-07-08,186,0,1,244,0.9953596287703016
114,413,2015-07-08,186,5,1,238,0.9720930232558139
114,414,2015-07-08,187,31,0,213,0.8561484918793504
114,415,2015-07-08,187,18,0,224,0.916083916083916
114,416,2015-07-08,187,2,0,241,0.9906976744186047
114,417,2015-07-08,0,195,186,49,-0.772093023255814
114,418,2015-07-08,19,232,167,11,-0.8601398601398601
114,419,2015-07-08,187,0,0,244,1.0
114,420,2015-07-08,185,0,0,244,1.0
114,421,2015-07-08,0,218,187,27,-0.875
114,422,2015-07-09,13,0,165,237,0.20481927710843373
114,423,2015-07-09,0,238,184,1,-0.9952718676122931
114,424,2015-07-09,0,238,175,1,-0.9951690821256038
114,425,2015-07-09,180,1,4,243,0.9766355140186916
114,426,2015-07-09,19,243,167,1,-0.9069767441860465
114,427,2015-07-09,0,242,185,0,-1.0
114,428,2015-07-09,2,242,183,0,-0.990632318501171
114,429,2015-07-10,0,141,181,100,-0.5260663507109005
114,430,2015-07-10,176,0,5,240,0.9762470308788599
114,431,2015-07-10,174,170,7,70,0.15914489311163896
114,432,2015-07-13,175,235,0,1,-0.1435523114355231
114,433,2015-07-14,169,243,0,1,-0.17675544794188863
114,434,2015-07-14,182,213,0,28,-0.0070921985815602835
114,435,2015-07-14,182,244,0,0,-0.14553990610328638
114,436,2015-07-15,2,243,182,0,-0.990632318501171
114,437,2015-07-15,1,244,183,0,-0.9953271028037384
114,438,2015-07-15,184,1,1,243,0.9906759906759907
114,439,2015-07-15,133,180,54,65,-0.08333333333333333
114,440,2015-07-15,186,235,0,9,-0.09302325581395349
114,441,2015-07-16,180,2,0,236,0.9904306220095693
114,442,2015-07-16,8,238,172,0,-0.9617224880382775
114,443,2015-07-16,178,1,4,238,0.9762470308788599
114,444,2015-07-16,183,0,0,239,1.0
114,445,2015-07-16,5,240,176,1,-0.9715639810426541
114,446,2015-07-21,170,233,0,0,-0.15632754342431762
114,447,2015-07-21,172,236,0,0,-0.1568627450980392
114,448,2015-07-22,0,239,167,0,-1.0
114,449,2015-07-22,2,240,175,0,-0.9904076738609112
114,450,2015-07-22,103,146,75,94,-0.05741626794258373
114,451,2015-07-22,177,0,4,240,0.9809976247030879
114,452,2015-07-22,177,0,5,240,0.976303317535545
114,453,2015-07-22,179,13,3,228,0.9243498817966903
114,454,2015-07-22,179,1,2,238,0.9857142857142858
114,455,2015-07-22,184,0,0,240,1.0
114,456,2015-07-22,19,239,166,1,-0.9058823529411765
114,457,2015-07-23,122,1,61,242,0.7089201877934272
114,458,2015-07-23,175,21,8,219,0.8628841607565012
114,459,2015-07-23,153,10,30,232,0.8117647058823529
114,460,2015-07-23,45,230,138,12,-0.731764705882353
114,461,2015-07-23,86,1,96,241,0.5424528301886793
114,462,2015-07-23,0,243,174,0,-1.0
114,463,2015-07-23,181,0,0,239,1.0
114,464,2015-07-23,6,235,175,5,-0.9477434679334917
114,465,2015-07-27,154,224,0,0,-0.18518518518518517
114,466,2015-07-27,155,210,1,15,-0.10761154855643044
114,467,2015-07-27,156,224,0,0,-0.17894736842105263
114,468,2015-07-28,0,240,167,0,-1.0
114,469,2015-07-28,0,240,167,0,-1.0
114,470,2015-07-28,167,242,0,0,-0.18337408312958436
114,471,2015-07-28,8,242,159,0,-0.960880195599022
114,472,2015-07-28,2,240,166,1,-0.9853300733496333
114,473,2015-07-28,163,0,5,241,0.9755501222493888
114,474,2015-07-28,166,0,2,242,0.9902439024390244
114,475,2015-07-28,166,0,2,240,0.9901960784313726
114,476,2015-07-28,167,0,1,242,0.9951219512195122
114,477,2015-07-28,165,2,2,239,0.9803921568627451
114,478,2015-07-28,166,1,1,238,0.9901477832512315
114,479,2015-07-28,166,1,0,241,0.9950980392156863
114,480,2015-07-28,2,241,166,0,-0.9902200488997555
114,481,2015-07-29,0,242,180,0,-1.0
114,482,2015-07-29,1,242,183,0,-0.9953051643192489
114,483,2015-07-29,183,241,0,0,-0.13679245283018868
114,484,2015-07-29,170,215,9,25,-0.06921241050119331
114,485,2015-07-29,183,8,2,231,0.9528301886792453
114,486,2015-07-29,184,0,0,241,1.0
114,487,2015-07-29,16,240,170,1,-0.9203747072599532
114,488,2015-09-08,164,224,0,2,-0.14871794871794872
114,489,2015-09-10,0,243,186,0,-1.0
114,490,2015-09-10,0,245,186,0,-1.0
114,491,2015-09-11,162,0,25,244,0.8839907192575406
114,492,2015-09-11,2,245,187,0,-0.9907834101382489
114,493,2015-09-16,174,229,0,0,-0.13647642679900746
114,494,2015-09-16,173,229,0,0,-0.13930348258706468
114,495,2015-09-17,0,238,179,0,-1.0
114,496,2015-09-17,0,237,183,4,-0.9811320754716981
114,497,2015-09-17,0,238,180,3,-0.9857482185273159
114,498,2015-09-17,179,0,0,239,1.0
114,499,2015-09-17,3,238,180,5,-0.9624413145539906
114,500,2015-09-17,0,243,183,0,-1.0
114,501,2015-09-17,3,243,179,0,-0.9858823529411764
114,502,2015-09-18,183,0,2,243,0.9906542056074766
114,503,2015-09-18,2,239,185,3,-0.9766899766899767
114,504,2015-09-18,5,243,178,0,-0.9765258215962441
114,505,2015-09-24,179,226,0,0,-0.11604938271604938
114,506,2015-09-25,166,4,3,225,0.964824120603015
114,507,2015-09-25,178,142,0,88,0.30392156862745096
114,508,2015-09-25,174,5,4,226,0.9559902200488998
114,509,2015-09-25,173,0,5,232,0.975609756097561
114,510,2015-09-25,179,8,0,223,0.9609756097560975
114,511,2015-09-25,174,5,3,226,0.9607843137254902
114,512,2015-09-25,3,220,175,11,-0.9315403422982885
114,513,2015-09-25,175,1,2,230,0.9852941176470589
114,514,2015-09-25,173,3,4,228,0.9656862745098039
114,515,2015-09-25,175,0,1,228,0.995049504950495
114,516,2015-09-25,7,226,171,0,-0.9653465346534653
114,517,2015-09-28,171,239,0,0,-0.16585365853658537
114,518,2015-09-28,172,240,0,0,-0.1650485436893204
114,519,2015-09-29,0,243,182,0,-1.0
114,520,2015-09-29,2,240,181,2,-0.9811764705882353
114,521,2015-09-29,184,0,2,240,0.9906103286384976
114,522,2015-09-29,2,234,185,9,-0.9488372093023256
114,523,2015-09-30,0,239,184,3,-0.9859154929577465
114,524,2015-09-30,183,240,0,0,-0.1347517730496454
114,525,2015-09-30,3,238,182,3,-0.971830985915493
114,526,2015-09-30,186,91,0,151,0.5747663551401869
114,527,2015-10-01,0,237,180,0,-1.0
114,528,2015-10-01,3,238,180,1,-0.981042654028436
114,529,2015-10-01,184,2,0,241,0.990632318501171
114,530,2015-10-01,37,233,146,10,-0.7793427230046949
114,531,2015-10-01,10,241,173,0,-0.9528301886792453
114,532,2015-10-06,178,233,0,0,-0.13381995133819952
114,533,2015-10-06,173,231,0,0,-0.14356435643564355
114,534,2015-10-07,0,240,183,0,-1.0
114,535,2015-10-07,0,238,181,0,-1.0
114,536,2015-10-07,2,240,183,1,-0.9859154929577465
114,537,2015-10-07,183,2,2,238,0.9811764705882353
114,538,2015-10-07,64,239,121,0,-0.6981132075471698
114,539,2015-10-08,0,244,183,0,-1.0
114,540,2015-10-08,0,244,185,0,-1.0
114,541,2015-10-08,183,1,0,239,0.9952718676122931
114,542,2015-10-08,11,243,172,1,-0.9437939110070258
114,543,2015-10-09,2,107,173,133,-0.3493975903614458
114,544,2015-10-09,177,237,1,0,-0.14698795180722893
114,545,2015-10-09,179,240,0,0,-0.14558472553699284
114,546,2015-10-09,178,1,2,240,0.9857482185273159
114,547,2015-10-09,26,235,153,6,-0.8476190476190476
114,548,2015-10-20,177,234,0,4,-0.12771084337349398
114,549,2015-10-20,179,237,0,0,-0.13942307692307693
114,550,2015-10-20,181,232,0,4,-0.11270983213429256
114,551,2015-10-21,0,241,181,0,-1.0
114,552,2015-10-21,0,245,182,0,-1.0
114,553,2015-10-21,0,243,184,0,-1.0
114,554,2015-10-21,0,244,185,0,-1.0
114,555,2015-10-21,0,235,186,9,-0.958139534883721
114,556,2015-10-21,185,0,0,242,1.0
114,557,2015-10-21,2,238,183,8,-0.9535962877030162
114,558,2015-10-22,176,0,8,245,0.9627039627039627
114,559,2015-10-22,180,1,5,243,0.972027972027972
114,560,2015-10-22,183,1,2,243,0.986013986013986
114,561,2015-10-22,180,3,5,241,0.9627039627039627
114,562,2015-10-22,184,0,1,245,0.9953488372093023
114,563,2015-10-22,8,246,177,0,-0.962877030162413
114,564,2015-10-22,0,244,185,0,-1.0
114,565,2015-10-22,0,240,184,3,-0.9859484777517564
114,566,2015-10-23,1,239,183,7,-0.9627906976744186
114,567,2015-10-26,184,62,0,177,0.706855791962175
114,568,2015-10-27,0,242,185,0,-1.0
114,569,2015-10-27,0,244,186,0,-1.0
114,570,2015-10-27,184,87,2,156,0.585081585081585
114,571,2015-10-27,184,91,2,152,0.5664335664335665
114,572,2015-10-27,183,1,3,243,0.9813953488372092
114,573,2015-10-27,3,242,185,2,-0.9768518518518519
114,574,2015-10-27,186,127,1,117,0.4060324825986079
114,575,2015-10-28,81,244,103,0,-0.6214953271028038
114,576,2015-10-28,176,216,8,29,-0.04428904428904429
114,577,2015-10-28,188,79,0,167,0.6359447004608295
114,578,2015-10-29,0,236,187,9,-0.9583333333333334
114,579,2015-11-02,162,230,0,0,-0.17346938775510204
114,580,2015-11-03,0,241,178,0,-1.0
114,581,2015-11-03,8,240,171,0,-0.9618138424821002
114,582,2015-11-03,179,239,0,0,-0.14354066985645933
114,583,2015-11-03,153,28,25,212,0.7464114832535885
114,584,2015-11-03,1,195,180,45,-0.7814726840855107
114,585,2015-11-03,19,168,162,74,-0.5602836879432624
114,586,2015-11-03,177,39,4,203,0.7966903073286052
114,587,2015-11-03,153,7,28,235,0.83451536643026
114,588,2015-11-03,160,14,21,227,0.8341232227488151
114,589,2015-11-03,149,11,32,231,0.7966903073286052
114,590,2015-11-03,44,69,137,173,0.026004728132387706
114,591,2015-11-04,0,172,184,71,-0.667447306791569
114,592,2015-11-04,15,170,168,72,-0.5905882352941176
114,593,2015-11-04,152,17,31,226,0.7746478873239436
114,594,2015-11-04,0,241,183,0,-1.0
114,595,2015-11-04,3,240,182,1,-0.9812206572769953
114,596,2015-11-04,164,7,18,234,0.8817966903073287
114,597,2015-11-04,52,121,134,121,-0.19158878504672897
114,598,2015-11-04,23,225,163,17,-0.8130841121495327
114,599,2015-11-04,0,188,184,54,-0.7464788732394366
114,600,2015-11-04,3,113,183,130,-0.37995337995337997
114,601,2015-11-04,168,13,18,230,0.8554778554778555
114,602,2015-11-04,7,193,179,49,-0.7383177570093458
114,603,2015-11-04,0,118,186,124,-0.4205607476635514
114,604,2015-11-04,0,121,182,121,-0.42924528301886794
114,605,2015-11-04,1,116,182,127,-0.39906103286384975
114,606,2015-11-04,1,123,182,120,-0.431924882629108
114,607,2015-11-04,1,115,182,126,-0.4009433962264151
114,608,2015-11-04,1,116,181,127,-0.3976470588235294
114,609,2015-11-04,0,114,185,129,-0.397196261682243
114,610,2015-11-04,1,114,184,129,-0.3925233644859813
114,611,2015-11-04,4,179,181,63,-0.6861826697892272
114,612,2015-11-04,0,133,185,110,-0.48598130841121495
114,613,2015-11-04,1,128,184,114,-0.4613583138173302
114,614,2015-11-04,4,232,181,11,-0.9299065420560748
114,615,2015-11-05,135,235,49,9,-0.32710280373831774
114,616,2015-11-05,174,2,9,242,0.9484777517564403
114,617,2015-11-05,12,234,171,7,-0.910377358490566
114,618,2015-11-05,6,229,177,15,-0.9016393442622951
114,619,2015-11-05,113,241,70,2,-0.460093896713615
114,620,2015-11-05,177,186,6,58,0.10070257611241218
114,621,2015-11-05,180,191,2,52,0.09176470588235294
114,622,2015-11-05,179,0,0,239,1.0
114,623,2015-11-16,32,231,138,8,-0.80440097799511
114,624,2015-11-16,172,237,0,0,-0.15892420537897312
114,625,2015-11-16,170,237,0,0,-0.16461916461916462
114,626,2015-11-17,2,243,178,0,-0.9905437352245863
114,627,2015-11-17,0,243,180,1,-0.9952830188679245
114,628,2015-11-17,46,239,136,2,-0.7730496453900709
114,629,2015-11-17,181,241,0,3,-0.13411764705882354
114,630,2015-11-17,24,225,159,18,-0.8028169014084507
